baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G02180	104.212352556648	0.155495627562596	0.356649851855823	0.435989603678444	0.662844272532791	0.999773476087443
AT1G02190	0.273294477937598	-1.6292145279626	4.99008051973605	-0.32649062906279	0.744053178140923	NA
AT1G02205	630.204887825918	1.2312229854608	0.261178238865954	4.71411014488348	2.42769324049192e-06	0.00026843792773847
AT1G02210	0	NA	NA	NA	NA	NA
AT1G02220	24.0559711777843	0.697108973742308	0.678812218615877	1.02695407452114	0.304442089898179	0.999773476087443
AT1G02228	0	NA	NA	NA	NA	NA
AT1G02230	0.524264321539762	-2.58594790774956	4.48933488257824	-0.576020273690173	0.564601478263991	NA
AT1G02250	0.98283469555681	1.49371585343378	3.5790666510249	0.417347872805343	0.676423977012865	NA
AT1G02260	355.606385400381	-0.0856321974141457	0.2516656754315	-0.340261727259082	0.733659436621014	0.999773476087443
AT1G02270	357.858353258659	0.218788800995045	0.330494402966354	0.662004557509311	0.507968300878958	0.999773476087443
AT1G02280	1930.35103385712	-0.0187229914602128	0.181706292165826	-0.103039863050676	0.917931333175532	0.999773476087443
AT1G02290	120.126806330393	-0.138897115566033	0.34743721151896	-0.399776163752838	0.689321388571016	0.999773476087443
AT1G02300	388.41759163109	-0.554036696897109	0.235435075640667	-2.35324619914625	0.0186103075429208	0.32019320014381
AT1G02305	2314.46007015675	0.225228464705764	0.182483744786666	1.23423850693698	0.217114042485293	0.993679936521099
AT1G02310	2.07207520704386	-0.941574950381924	2.39590439781787	-0.392993539825499	0.694324252795657	NA
AT1G02320	0	NA	NA	NA	NA	NA
AT1G02330	409.4408560739	0.120610356812275	0.231669984347134	0.520612789577233	0.602636538002957	0.999773476087443
AT1G02335	20.7066381420413	0.686605401927673	0.745863224095943	0.920551355457838	0.357284709049309	0.999773476087443
AT1G02340	59.9885711150377	1.51057671243496	0.498263902174588	3.03168001101886	0.00243196863288161	0.0784739320944697
AT1G02350	22.3994077995588	0.174423917096422	0.690199807809067	0.252715105282488	0.800488374368061	0.999773476087443
AT1G02360	68.0683808300686	0.288983596400541	0.461748733765238	0.625845996466697	0.531415958890495	0.999773476087443
AT1G02370	76.9942907779665	-0.576602382312312	0.422973255004049	-1.36321239106901	0.17281558319918	0.942203804012125
AT1G02380	165.503920581676	0.483042870115345	0.298342191930091	1.61909003547354	0.105427892465259	0.792629857026646
AT1G02390	79.7610480670197	-0.112989296074034	0.400888965101035	-0.281846860128859	0.778060937661269	0.999773476087443
AT1G02400	100.835075723758	0.305337968646109	1.26004779105126	0.242322529998139	0.808530257502901	0.999773476087443
AT1G02405	17.0735370558411	0.476103593788461	0.807975493260365	0.589254993201928	0.555690231474148	0.999773476087443
AT1G02410	407.642263441547	-0.0313676468437407	0.230936511220107	-0.135828010382663	0.891957247181401	0.999773476087443
AT1G02420	3.27308153934776	-1.83963050269979	1.84222574833308	-0.998591244511897	0.317992743248179	NA
AT1G02430	3.21875993294652	0.100081426500505	1.72143098499114	0.0581385064943627	0.953638302503669	NA
AT1G02440	2.97086758203163	-0.163922537529578	1.83360200376118	-0.0893991919693212	0.928764665616629	NA
AT1G02450	3.09610049170252	-2.46508062531899	1.91558614282596	-1.28685448814241	0.198145010931508	NA
AT1G02460	1.40508951036296	2.15860589744291	3.16128418114348	0.682825641022286	0.494717025243497	NA
AT1G02470	23.9722847405309	0.311813212141059	0.665684582658941	0.468409844938251	0.639491529050453	0.999773476087443
AT1G02475	1246.36320103384	-0.0867473648679527	0.197883702889882	-0.438375488234248	0.661114112160819	0.999773476087443
AT1G02480	0	NA	NA	NA	NA	NA
AT1G02490	0.524264321539762	-2.58594790774956	4.48933488257824	-0.576020273690173	0.564601478263991	NA
AT1G02500	6467.9048576874	0.0386958832260138	0.175355237911569	0.220671385051686	0.825348313631344	0.999773476087443
AT1G02510	0	NA	NA	NA	NA	NA
AT1G02520	5.32679481588559	1.97590134193531	1.60113989638416	1.23405915148169	0.217180863431829	NA
AT1G02530	1.30779333511589	-0.748096789180757	3.13117222644857	-0.2389190804842	0.811168329871164	NA
AT1G02540	0.230823933352159	1.28873731154528	4.99546156499664	0.257981628880003	0.796421085471521	NA
AT1G02550	0	NA	NA	NA	NA	NA
AT1G02560	4939.905038585	-0.0854921074936408	0.18564081544811	-0.460524304891008	0.645139930026827	0.999773476087443
AT1G02570	0	NA	NA	NA	NA	NA
AT1G02575	0	NA	NA	NA	NA	NA
AT1G02580	0	NA	NA	NA	NA	NA
AT1G02590	0	NA	NA	NA	NA	NA
AT1G02600	0	NA	NA	NA	NA	NA
AT1G02610	145.739762853055	1.77565727649162	0.323606175702269	5.48709329368703	4.08601362684362e-08	6.75554252971478e-06
AT1G02620	2.93845056205831	0.887855867164188	1.84131893285675	0.482184727111182	0.629674725419553	NA
AT1G02630	1.77427737068539	-1.45470478337959	2.3256808119747	-0.625496317417874	0.531645364619065	NA
AT1G02640	138.242798160082	0.833927092868793	0.350207039462917	2.38124023477003	0.0172544553052725	0.307849274511337
AT1G02650	6.76375846093571	0.384762359465696	1.26014514615806	0.305331779151601	0.760113474541063	NA
AT1G02660	81.1290577128373	0.627576004238681	0.443867402528153	1.41388171481882	0.157396635570139	0.91143992725653
AT1G02670	9.10566946634815	-0.633381717881025	1.05782504079169	-0.598758484112831	0.549333950812763	NA
AT1G02680	218.161268602614	0.587945377116224	0.274625776295943	2.14089655037567	0.0322823814008447	0.451225556456251
AT1G02681	0.474778884003707	2.30077769871726	4.66855760055596	0.492824100198158	0.622136880383812	NA
AT1G02690	35.3590914099869	0.0920053626445494	0.574126076285414	0.160252889469544	0.872681867927404	0.999773476087443
AT1G02700	40.2560926820943	0.133586117258989	0.536378175912221	0.249052111473026	0.803320471929167	0.999773476087443
AT1G02705	1.49614672388261	0.813099866509264	2.66094060414302	0.305568589258733	0.759933139344554	NA
AT1G02710	0	NA	NA	NA	NA	NA
AT1G02720	202.466568303192	-0.061052016788315	0.294145108942261	-0.207557477354822	0.83557450938022	0.999773476087443
AT1G02730	63.9559256143523	-0.653361404712466	0.508995302783087	-1.28362953673642	0.199271609860458	0.976187527355816
AT1G02740	118.540165256181	-0.43971873049658	0.335465178289526	-1.31077309644662	0.189934434487059	0.960740612673467
AT1G02750	264.553677981798	0.230734302397779	0.256314830700927	0.900198797575643	0.368014465952697	0.999773476087443
AT1G02760	0	NA	NA	NA	NA	NA
AT1G02770	8.09357921985816	0.313261826393168	1.13771446291052	0.275343099350056	0.783052655123075	NA
AT1G02780	7599.91456395807	-0.211803456722449	0.188212019115092	-1.12534501100554	0.260442863096382	0.999773476087443
AT1G02790	0	NA	NA	NA	NA	NA
AT1G02800	0.230823933352159	1.28873731154528	4.99546156499664	0.257981628880003	0.796421085471521	NA
AT1G02810	2.27138088902454	-0.474387466709882	2.01858582181564	-0.235009808145383	0.814201120594641	NA
AT1G02813	0	NA	NA	NA	NA	NA
AT1G02816	387.303171720825	0.478244195017772	0.23682956012813	2.019360230028	0.0434497919479118	0.524904932648399
AT1G02820	83.900844547245	1.26130280022822	0.426587892471589	2.95672432923591	0.00310925964504056	0.096044034587018
AT1G02830	0	NA	NA	NA	NA	NA
AT1G02840	2368.31280293946	0.133358629846078	0.197770126981693	0.674311292010358	0.500113426486986	0.999773476087443
AT1G02850	191.04755311863	-0.189284797571924	0.297636471720728	-0.635959687593427	0.524802697419837	0.999773476087443
AT1G02860	290.556714339524	0.772972030033771	0.268596937560022	2.8778140102995	0.00400441154264602	0.116174695966409
AT1G02870	252.775711306909	-0.272906374884885	0.272488343174886	-1.00153412694697	0.316568649734074	0.999773476087443
AT1G02880	218.972285484832	-0.0725220398586553	0.276867541573927	-0.261937674045808	0.793369493660071	0.999773476087443
AT1G02890	994.971880003843	0.0908754319690232	0.262622906141909	0.34603010569047	0.729320089643478	0.999773476087443
AT1G02900	17.7844159017307	0.360359908888231	0.783952829396361	0.459670397727508	0.645752820543258	0.999773476087443
AT1G02910	1591.21532972466	-0.0602102437285215	0.192816273604779	-0.312267437819777	0.754837284459911	0.999773476087443
AT1G02920	465.849171762125	0.150833499317504	0.957667982975855	0.157500827007712	0.874850156170945	0.999773476087443
AT1G02930	1256.5592596731	0.200561542607878	1.06371853837315	0.188547567211356	0.850447430865606	0.999773476087443
AT1G02940	2.47988018804126	-0.139337588672107	1.93279712810171	-0.0720911608601969	0.942529360535201	NA
AT1G02950	22.8129477180232	-0.0109406088537139	0.68465283690194	-0.0159797904339669	0.987250514534901	0.999773476087443
AT1G02952	0	NA	NA	NA	NA	NA
AT1G02960	432.080567054412	-0.050922198643772	0.227378077206095	-0.223953862524821	0.8227932037383	0.999773476087443
AT1G02965	0.273294477937598	-1.6292145279626	4.99008051973605	-0.32649062906279	0.744053178140923	NA
AT1G02970	11.8374182665934	-0.835816914010173	0.937724391596378	-0.891324702119865	0.372755000259889	NA
AT1G02980	0.250969843602164	-1.56715594555693	4.9943734577166	-0.313784293230132	0.753684874522322	NA
AT1G02990	286.734843439356	0.328510545852177	0.279611745293855	1.17488106769954	0.240042300934142	0.999773476087443
AT1G03000	371.765975497592	0.0256782884035992	0.267712691154386	0.0959173369513172	0.923586225170297	0.999773476087443
AT1G03010	53.4089269891285	0.161619915188706	0.475808318619068	0.339674421115153	0.734101726593224	0.999773476087443
AT1G03020	115.110395671526	0.227668819489627	0.348886774390441	0.652557896146678	0.514041336691924	0.999773476087443
AT1G03030	243.478635213816	0.0313394344843201	0.262662014030105	0.119314681264601	0.90502605261952	0.999773476087443
AT1G03040	770.860211173647	0.08581260342594	0.204455239109522	0.419713399371352	0.67469483531844	0.999773476087443
AT1G03050	1.04151375012891	-1.72635121403839	3.19417363750552	-0.540468806632122	0.588873767431234	NA
AT1G03055	196.228578933418	0.273439654475791	0.293080516229674	0.932984757886495	0.350827838158147	0.999773476087443
AT1G03060	717.287632151566	0.0530258337241021	0.265739380686887	0.199540743968922	0.841839775036347	0.999773476087443
AT1G03070	2.95949524091015	-0.59801916576892	1.86007689973033	-0.321502388345138	0.747829702619616	NA
AT1G03080	1272.52292591301	0.0225771979807011	0.18910890648877	0.119387280059397	0.90496853826043	0.999773476087443
AT1G03090	308.812810714208	0.310350074939238	0.312552373183222	0.992953826516965	0.320732456667137	0.999773476087443
AT1G03100	17.9163078210365	0.464227199749969	0.778282818134936	0.596476228092039	0.550857129956001	0.999773476087443
AT1G03103	0.230823933352159	1.28873731154528	4.99546156499664	0.257981628880003	0.796421085471521	NA
AT1G03106	0	NA	NA	NA	NA	NA
AT1G03110	51.2389224908972	-0.482255539720464	0.472904311670725	-1.01977403846605	0.307835638494541	0.999773476087443
AT1G03120	1.69545240586329	1.22977038467112	2.53062101721377	0.485955967450673	0.626998385678011	NA
AT1G03130	7494.51871639766	1.00007870246943	0.236301141402889	4.2322212094791	2.31394651931889e-05	0.00187710801754093
AT1G03140	573.601879643073	0.508193983971752	0.219917428183028	2.31083997375963	0.0208416956365006	0.343554890054033
AT1G03150	207.488504225584	0.193966907995644	0.279511088582456	0.693950672867219	0.487713143729436	0.999773476087443
AT1G03160	881.030783328773	-0.382684308520352	0.198316490125841	-1.9296645895534	0.0536484101884984	0.57767921582889
AT1G03165	1.94860097355088	1.44269479400116	2.23826516461432	0.644559374291004	0.519212769080218	NA
AT1G03170	24.5630893597098	1.01386668099842	0.672935528605529	1.50663271279401	0.131904827517837	0.856665845757447
AT1G03180	24.3791007222723	-0.558069275113522	0.736276903471866	-0.757961131854038	0.448474251603212	0.999773476087443
AT1G03190	148.958935805292	0.0219820124573613	0.327740553444238	0.0670713838319717	0.94652487497489	0.999773476087443
AT1G03200	0.524264321539762	-2.58594790774956	4.48933488257824	-0.576020273690173	0.564601478263991	NA
AT1G03210	238.309281656564	0.246835596540836	0.295626674631102	0.834957118970574	0.40374185256751	0.999773476087443
AT1G03220	450.766079764625	0.206229633022797	0.274283688315552	0.751884424076791	0.452120565808363	0.999773476087443
AT1G03230	162.316429831253	-0.360671680569364	0.326598591806934	-1.10432711474327	0.269451264862421	0.999773476087443
AT1G03240	0.243954950651549	1.3290008549587	4.9926343289069	0.266192307989372	0.790091106720961	NA
AT1G03250	325.796669547187	-0.153008954820516	0.245361065556975	-0.623607313055891	0.53288550671851	0.999773476087443
AT1G03260	179.22859887952	0.025251854087768	0.29593457831561	0.0853291772509168	0.931999696025283	0.999773476087443
AT1G03270	42.9619353310564	-0.178798852493697	0.510028819506196	-0.35056617519537	0.72591383621495	0.999773476087443
AT1G03280	814.564401835539	0.0483341956416469	0.20084415696995	0.240655224283566	0.809822344939439	0.999773476087443
AT1G03290	473.069610072673	0.107007916288965	0.223531550946873	0.478715044188093	0.632141361787922	0.999773476087443
AT1G03300	0	NA	NA	NA	NA	NA
AT1G03310	836.534194195575	-0.376470014601208	0.201215306669155	-1.87098099460303	0.0613477153484501	0.620265776615663
AT1G03320	4.77624315618099	-1.23853562727419	1.46699074877416	-0.844269555420933	0.39851879452227	NA
AT1G03325	0	NA	NA	NA	NA	NA
AT1G03330	563.441279577137	0.0937429922140652	0.216956760079698	0.432081453371765	0.665682213862898	0.999773476087443
AT1G03340	43.4248631532443	-0.0482251071097971	0.51129810131199	-0.094318963802235	0.92485578613136	0.999773476087443
AT1G03350	701.196810232511	0.0880383014838012	0.20593428637142	0.427506769441085	0.669010255578091	0.999773476087443
AT1G03360	112.792434441999	-0.560106081992198	0.342692701576011	-1.63442664350984	0.102169297575489	0.782381564142256
AT1G03365	375.223629410005	0.436593151341606	0.234107388255568	1.86492683804148	0.0621916599734633	0.623505709330275
AT1G03370	649.147359611422	-0.196676486525239	0.217641248497149	-0.903672846408136	0.366168901505125	0.999773476087443
AT1G03380	722.963260126296	0.176427678870683	0.264864729577682	0.666104842090494	0.505344089785813	0.999773476087443
AT1G03390	0.230823933352159	1.28873731154528	4.99546156499664	0.257981628880003	0.796421085471521	NA
AT1G03395	0	NA	NA	NA	NA	NA
AT1G03400	635.763824862512	0.156982178040572	0.214979414922925	0.730219579846067	0.465255976120223	0.999773476087443
AT1G03410	50.4288206747337	-0.0682292038027274	0.479358307897003	-0.142334455622677	0.8868158319219	0.999773476087443
AT1G03420	6.24881059381063	1.28047364415844	1.37738056912328	0.929644045271722	0.352555414504387	NA
